GeneID,ANNOTATION_SYMBOL,NAME,R1 + prov,R2,R3,R4,R5
FBgn0031163,CG14579,-,0.109,0.000,0.000,0.000,0.000
FBgn0031164,CG1724,-,0.000,0.191,0.029,0.000,0.000
FBgn0031168,CG1722,-,0.107,0.949,0.194,0.444,1.733
FBgn0031169,CG1494,-,0.125,0.536,0.285,0.663,1.822
FBgn0031170,CG1718,-,0.492,1.669,0.948,3.280,7.978
FBgn0031171,CG1801,-,0.000,0.021,0.070,0.013,0.186
FBgn0031174,CG1486,-,4.223,4.445,3.970,4.188,4.743
FBgn0031176,CG1678,-,183022.585,30.382,15.867,14.545,14.685
FBgn0031178,CG10918,-,1.134,0.000,0.000,0.049,0.000
FBgn0031181,CG14584,Ionotropic receptor 20a,0.030,0.090,0.015,0.049,0.024
FBgn0031182,CG1644,Cyp6t1,9.255,23.995,7.949,28.768,19.702
FBgn0031183,CG14621,-,1.980,1.820,1.059,2.103,2.404
FBgn0031184,CG14615,-,3.746,6.772,2.036,5.577,2.674
FBgn0031186,CG14614,-,1.608,3.723,3.777,4.672,4.650
FBgn0031187,CG14619,-,0.190,0.524,0.530,0.720,1.107
FBgn0031188,CG14613,-,7.030,8.717,11.409,13.277,11.275
FBgn0031189,CG14618,-,2.326,2.224,2.314,2.950,2.799
FBgn0031190,CG12576,-,6.622,12.678,12.974,11.627,9.496
FBgn0031191,CG14617,-,0.211,0.491,0.608,0.487,0.393
FBgn0031194,CG17598,-,2.403,3.392,3.402,3.715,5.083
FBgn0031195,CG17600,-,2.476,3.040,2.062,3.010,1.781
FBgn0031196,CG17599,-,0.000,0.008,0.000,0.015,0.052
FBgn0031197,CG17601,-,0.000,0.000,0.000,0.000,0.000
FBgn0031201,CG12446,-,0.000,0.000,0.005,0.000,0.000
FBgn0031208,CG11023,-,0.000,0.028,0.153,0.053,0.072
FBgn0031209,CG2657,Ionotropic receptor 21a,0.057,0.201,0.058,2.639,0.401
FBgn0031213,CG11372,galectin,5.756,13.355,17.416,12.626,13.007
FBgn0031214,CG11374,-,0.372,0.383,0.568,0.703,0.707
FBgn0031216,CG11376,Zizimin-related,1.862,2.233,2.766,2.598,2.801
FBgn0031217,CG11377,-,4.450,3.850,3.261,4.543,6.288
FBgn0031219,CG13694,-,0.892,0.194,0.000,0.000,0.259
FBgn0031220,CG4822,-,0.016,0.039,0.380,0.022,0.007
FBgn0031224,CG11454,-,34.742,57.481,50.995,69.861,47.887
FBgn0031227,CG3709,-,0.553,0.367,0.826,0.371,0.433
FBgn0031228,CG11455,-,17.270,19.299,28.742,20.250,17.717
FBgn0031229,CG3436,-,22.745,31.625,20.738,27.924,23.200
FBgn0031231,CG11488,mitochondrial ribosomal protein L10,11.696,18.612,40.121,19.755,9.989
FBgn0031232,CG11617,-,0.129,0.186,0.084,0.167,0.233
FBgn0031233,CG11490,"TBC1 domain family, member 15/17 ortholog (H. sapiens)",0.813,1.721,1.862,1.563,1.973
FBgn0031235,CG13693,-,0.000,0.000,0.000,0.027,0.029
FBgn0031238,CG3645,-,2.141,2.884,3.172,3.385,3.741
FBgn0031239,CG17075,-,0.093,0.087,0.539,0.035,0.028
FBgn0031240,CG3345,-,0.010,0.005,0.041,0.028,0.094
FBgn0031244,CG11601,-,11.709,9.194,14.207,15.656,23.151
FBgn0031245,CG3625,-,35.489,72.655,43.148,70.231,105.990
FBgn0031247,CG11562,-,7.483,11.277,15.545,15.695,11.740
FBgn0031248,CG11912,-,0.093,0.058,0.042,5.384,0.747
FBgn0031249,CG11911,-,0.772,1.985,0.244,54.955,85.091
FBgn0031250,CG11907,Equilibrative nucleoside transporter 1,1.452,1.641,1.893,1.623,1.269
FBgn0031251,CG4213,-,0.009,0.004,0.000,0.003,0.002
FBgn0031252,CG13690,-,0.076,0.201,0.208,0.618,1.078
FBgn0031253,CG11885,-,26.056,37.381,42.762,45.413,36.038
FBgn0031254,CG13692,-,0.241,0.125,0.000,0.020,0.000
FBgn0031255,CG13691,BBS8,0.264,0.107,0.008,0.068,0.096
FBgn0031256,CG4164,-,2.814,2.754,3.438,4.418,2.677
FBgn0031257,CG4133,-,0.339,0.374,0.392,0.226,0.353
FBgn0031258,CG4297,-,0.748,2.072,1.591,2.540,4.035
FBgn0031260,CG11840,Signal peptide peptidase,64.055,48.384,33.769,61.743,61.302
FBgn0031261,CG11822,nicotinic Acetylcholine Receptor beta3,16.628,17.165,19.396,16.868,23.062
FBgn0031263,CG2789,-,246.341,471.107,941.273,482.097,457.422
FBgn0031264,CG11835,-,0.076,0.259,0.428,0.205,0.208
FBgn0031265,CG2794,-,2.323,3.109,4.805,3.948,4.592
FBgn0031266,CG2807,-,1.322,2.310,2.438,3.062,4.421
FBgn0031267,CG13688,Ipk2,7.967,7.192,11.877,15.433,28.288
FBgn0031268,CG2813,coiled,9.565,2.429,2.259,2.194,2.101
FBgn0031270,CG13689,-,0.780,1.026,1.183,1.240,0.984
FBgn0031273,CG2839,-,0.083,0.169,0.152,0.093,0.617
FBgn0031275,CG3022,metabotropic GABA-B receptor subtype 3,0.012,0.023,0.007,0.009,0.043
FBgn0031276,CG12506,-,12.495,0.092,0.000,0.000,0.000
FBgn0031277,CG13947,-,2543.042,0.669,0.400,0.410,0.245
FBgn0031279,CG3544,-,0.012,0.042,0.000,0.044,0.006
FBgn0031281,CG3883,SAGA factor-like TAF6,0.521,0.717,0.574,1.046,1.278
FBgn0031282,CG3639,Peroxin 12,0.495,0.798,0.740,0.720,0.662
FBgn0031283,CG15880,-,0.000,0.000,0.000,0.000,0.000
FBgn0031284,CG3876,-,5.752,7.585,7.610,8.178,9.193
FBgn0031285,CG3662,-,104.953,120.348,92.988,108.418,108.323
FBgn0031286,CG3862,-,5.572,7.568,11.924,9.301,10.952
FBgn0031287,CG4291,-,6.398,8.499,6.285,9.283,12.453
FBgn0031288,CG13949,-,1.779,0.945,0.223,4.183,7.277
FBgn0031289,CG13950,-,6.516,0.798,0.462,0.855,0.476
FBgn0031292,CG15824,-,0.428,0.081,0.020,0.066,0.008
FBgn0031294,CG31795,IA-2 ortholog,533.790,1181.722,351.459,867.086,1269.299
FBgn0031295,CG4375,-,0.602,1.220,0.465,1.491,1.841
FBgn0031296,CG4415,-,0.190,0.506,0.271,0.403,0.420
FBgn0031298,CG4428,Autophagy-specific gene 4,2.688,2.081,1.842,2.574,3.021
FBgn0031299,CG4629,-,0.316,0.875,1.024,1.777,1.441
FBgn0031301,CG14339,-,0.080,0.947,2.390,1.197,0.224
FBgn0031302,CG14340,-,0.850,0.889,2.346,1.328,0.173
FBgn0031304,CG4552,-,9.267,14.893,13.244,21.475,26.838
FBgn0031305,CG4715,Iris,0.100,0.136,0.162,0.404,0.405
FBgn0031306,CG4577,-,187.597,218.599,179.181,218.624,561.102
FBgn0031307,CG4726,Major Facilitator Superfamily Transporter 3,4.633,7.570,4.907,10.829,22.744
FBgn0031308,CG4749,-,2.903,7.078,3.510,7.689,8.712
FBgn0031309,CG5041,TFB4 ortholog (S. cerevisiae),2.599,4.170,4.421,5.813,6.111
FBgn0031310,CG4764,-,20.844,26.197,26.222,31.082,22.533
FBgn0031312,CG4775,Transport and Golgi organization 14,8.059,9.362,15.912,8.261,7.649
FBgn0031313,CG5080,-,0.243,0.104,0.069,0.056,0.045
FBgn0031314,CG4785,Integrator 14,2.068,3.310,3.677,5.306,3.527
FBgn0031315,CG14341,-,14.555,16.471,19.068,17.814,12.868
FBgn0031317,CG5118,-,5.849,9.771,30.811,12.317,11.928
FBgn0031318,CG4887,-,5.879,12.714,12.159,12.794,13.517
FBgn0031319,CG4896,-,0.620,1.532,1.560,1.732,1.140
FBgn0031320,CG5126,-,4.630,6.710,7.361,8.073,3.641
FBgn0031321,CG4947,tRNA-guanine transglycosylase,3.905,6.330,6.509,6.760,8.254
FBgn0031322,CG5001,-,1.580,0.744,1.735,0.788,1.258
FBgn0031323,CG5139,-,0.363,0.242,0.141,0.662,0.869
FBgn0031324,CG14342,-,0.130,0.821,0.212,1.420,1.298
FBgn0031327,CG5397,-,0.032,0.000,0.000,0.019,0.000
FBgn0031331,CG5440,-,0.053,0.000,0.000,0.000,0.000
FBgn0031332,CG5556,-,0.332,0.147,0.000,0.016,0.000
FBgn0031333,CG5561,-,2.450,0.512,0.000,0.335,0.456
FBgn0031335,CG5565,-,9.972,8.862,1.873,12.384,27.128
FBgn0031337,CG14346,-,0.000,0.000,0.000,0.000,0.000
FBgn0031343,CG18131,-,0.009,0.037,0.014,0.010,0.013
FBgn0031344,CG7420,-,10.686,8.698,7.049,10.370,11.503
FBgn0031345,CG18132,-,0.000,0.000,0.000,0.000,0.000
FBgn0031347,CG10869,-,0.000,0.016,0.018,0.027,0.109
FBgn0031351,CG14352,-,10.160,13.281,22.954,11.977,10.410
FBgn0031356,CG17660,-,35.744,62.931,62.014,76.800,86.832
FBgn0031357,CG17642,mitochondrial ribosomal protein L48,3.877,2.475,4.322,3.735,2.975
FBgn0031359,CG18317,-,1.407,2.808,3.437,3.478,4.261
FBgn0031360,CG31937,-,31.892,29.744,24.770,45.552,55.025
FBgn0031361,CG17652,-,2.169,3.130,4.990,3.414,3.002
FBgn0031364,CG17648,-,0.000,0.069,0.000,0.031,0.000
FBgn0031365,CG17650,-,0.487,2.655,1.079,1.345,0.490
FBgn0031367,CG15623,calcutta cup,0.000,0.000,0.000,0.000,0.000
FBgn0031372,CG7295,-,0.000,0.000,0.000,0.000,0.000
FBgn0031373,CG15358,-,0.000,0.010,0.020,0.241,0.000
FBgn0031374,CG7337,-,0.411,1.053,1.342,2.350,1.752
FBgn0031375,CG31670,earmuff,0.013,0.002,0.000,0.006,0.029
FBgn0031376,CG10908,Derlin-1,44.733,65.323,40.080,62.526,52.875
FBgn0031377,CG15356,-,0.017,0.188,0.121,0.112,0.183
FBgn0031378,CG15362,-,20.082,24.436,15.797,19.692,12.848
FBgn0031379,CG7289,-,8.664,10.600,9.845,12.475,12.607
FBgn0031381,CG7291,Niemann-Pick type C-2a,233.886,120.363,239.779,126.694,99.821
FBgn0031384,CG4238,-,0.110,0.164,0.159,0.116,0.175
FBgn0031388,CG12674,-,0.022,0.474,0.402,0.662,0.426
FBgn0031389,CG4259,-,0.216,0.107,0.239,0.348,0.816
FBgn0031390,CG31671,tho2,0.975,2.613,2.670,2.604,3.300
FBgn0031391,CG11723,-,3.227,4.168,4.276,4.408,5.151
FBgn0031392,CG7263,Apoptosis inducing factor,1.631,2.937,2.613,2.610,2.254
FBgn0031393,CG15382,-,0.212,0.245,0.170,0.313,0.532
FBgn0031395,CG10874,-,3.932,5.335,6.817,5.289,4.951
FBgn0031397,CG15385,-,1.314,1.520,0.894,1.390,2.304
FBgn0031398,CG10880,-,1.294,2.049,1.523,2.512,1.593
FBgn0031399,CG7074,missing oocyte,1.765,3.229,3.826,6.411,6.482
FBgn0031401,CG7082,papi,3.426,7.089,7.407,7.377,10.860
FBgn0031403,CG15387,-,1.754,3.459,2.855,3.608,3.065
FBgn0031405,,,16.790,9.685,20.956,6.216,4.605
FBgn0031406,CG17012,Spermathecal endopeptidase 1,0.000,0.000,0.000,0.125,0.158
FBgn0031407,CG4270,-,0.000,0.018,0.000,0.000,0.062
FBgn0031409,CG4271,-,0.768,0.086,0.032,0.038,0.099
FBgn0031410,CG17237,-,0.029,0.000,0.000,0.000,0.000
FBgn0031412,CG16995,-,0.023,2.709,88.810,0.177,2.878
FBgn0031413,CG9967,-,0.264,0.420,1.064,1.216,2.773
FBgn0031414,CG33955,eyes shut,0.078,0.092,0.185,0.145,0.316
FBgn0031417,CG3597,-,0.911,3.821,2.720,6.311,4.296
FBgn0031418,CG3609,-,60.469,55.266,13.412,61.938,68.105
FBgn0031419,CG15390,-,1.927,2.705,2.589,2.796,2.634
FBgn0031420,CG9866,-,0.211,0.488,0.424,0.590,0.697
FBgn0031422,CG9870,-,1.284,1.916,1.762,2.998,3.449
FBgn0031423,CG3557,-,0.000,0.008,0.000,0.000,0.005
FBgn0031424,CG9887,Vesicular glutamate transporter,0.029,0.007,0.001,0.001,0.044
FBgn0031426,CG18641,-,0.000,0.015,0.044,0.000,0.227
FBgn0031428,CG9886,-,3.029,2.351,2.470,2.319,2.277
FBgn0031429,,,0.390,0.143,0.103,0.569,0.598
FBgn0031430,CG3528,-,0.000,0.000,0.000,0.000,0.000
FBgn0031431,CG3515,-,0.000,0.009,0.000,0.029,0.000
FBgn0031432,CG9964,Cyp309a1,64.496,8.323,1.589,7.141,2.846
FBgn0031434,CG3227,insensitive,1.682,3.509,1.668,2.782,3.533
FBgn0031435,CG9883,Early boundary activity 2,0.969,1.894,1.857,1.583,1.670
FBgn0031436,CG3214,-,40.059,65.068,124.693,57.957,55.903
FBgn0031437,CG9881,"Actin-related protein 2/3 complex, subunit 5",92.714,123.534,139.101,157.327,239.328
FBgn0031440,CG15395,-,0.000,0.052,0.118,0.014,0.000
FBgn0031441,CG9962,-,0.000,0.000,0.000,0.000,0.012
FBgn0031442,CG17301,Proteasome beta4 subunit-related 1,0.000,0.000,0.000,0.000,0.000
FBgn0031443,CG17302,Proteasome beta4 subunit-related 2,0.000,0.000,0.005,0.000,0.000
FBgn0031444,CG9879,-,0.000,0.000,0.000,0.000,0.000
FBgn0031446,CG15398,-,0.203,0.083,0.445,0.110,0.028
FBgn0031449,CG31689,-,7.197,21.308,14.368,19.685,16.227
FBgn0031450,CG2903,Hepatocyte growth factor regulated tyrosine kinase substrate,2.530,4.211,4.634,5.647,10.055
FBgn0031451,CG9961,-,0.225,0.452,0.143,0.411,0.476
FBgn0031452,CG2843,Cwc25,5.385,6.051,8.324,7.532,11.720
FBgn0031453,CG9894,Bacchus,128.127,215.494,192.593,246.197,266.541
FBgn0031454,CG9960,-,0.000,0.000,0.000,0.000,0.000
FBgn0031455,CG9958,snapin,0.000,0.000,0.000,0.000,0.000
FBgn0031456,CG2848,Transportin-Serine/Arginine rich,2.318,3.204,2.306,2.281,4.192
FBgn0031457,CG3077,-,2.177,2.136,1.638,4.117,7.736
FBgn0031458,CG2855,anterior pharynx defective 1,8.940,7.847,9.127,7.187,10.019
FBgn0031459,CG2862,-,100.419,112.624,115.324,145.975,148.425
FBgn0031460,CG15399,-,0.285,0.254,0.182,0.850,1.183
FBgn0031461,CG16987,dawdle,1.598,0.242,0.034,0.133,0.320
FBgn0031462,CG2964,-,0.035,0.007,0.000,0.000,0.000
FBgn0031463,CG15400,-,8.400,14.999,8.488,17.810,19.388
FBgn0031464,CG3131,Dual oxidase,0.076,0.093,0.047,0.071,0.067
FBgn0031465,CG3123,-,0.000,0.011,0.000,0.000,0.000
FBgn0031466,CG3119,-,0.000,0.047,0.000,0.007,0.000
FBgn0031467,CG2973,Cuticular protein 23B,0.000,0.000,0.000,0.024,0.000
FBgn0031468,CG2975,-,0.000,0.000,0.040,0.000,0.053
FBgn0031469,CG18558,-,0.074,0.132,0.000,0.007,0.007
FBgn0031470,CG18557,-,0.223,0.021,0.012,0.040,0.049
FBgn0031471,CG3117,-,0.000,0.000,0.000,0.030,0.111
FBgn0031472,CG2983,-,0.546,1.108,0.847,0.915,1.531
FBgn0031473,CG3104,-,0.198,0.220,0.052,0.501,0.951
FBgn0031474,CG2991,-,1.696,2.365,4.021,2.631,4.397
FBgn0031476,CG8813,-,0.203,0.345,0.092,0.073,0.078
FBgn0031478,CG8814,-,5.994,8.921,7.202,11.884,12.973
FBgn0031479,CG3083,Peroxiredoxin 6005,14.782,19.994,24.465,24.817,22.179
FBgn0031483,CG9641,-,5.301,9.300,5.703,10.251,11.647
FBgn0031484,CG3165,-,3.588,6.160,7.431,8.386,11.701
FBgn0031485,CG9643,-,37.793,44.126,46.303,44.766,27.085
FBgn0031488,CG17265,-,0.150,0.269,0.256,0.185,0.317
FBgn0031489,CG17224,-,3.627,6.441,17.789,4.285,2.456
FBgn0031490,CG17264,-,0.016,0.080,0.116,0.218,0.109
FBgn0031491,CG17223,alpha4GT1,3.343,3.328,4.333,4.213,4.640
FBgn0031492,CG3542,-,0.917,1.532,1.757,2.182,2.599
FBgn0031493,CG3605,-,9.109,12.049,14.258,14.324,14.234
FBgn0031494,CG17219,-,1.783,3.140,3.261,2.223,1.541
FBgn0031495,CG17257,beta4GalNAcTB pilot,5.196,4.670,4.670,8.620,9.239
FBgn0031496,CG17258,-,0.191,0.218,0.118,0.248,0.208
FBgn0031497,CG17259,-,38.309,46.382,42.355,63.548,56.107
FBgn0031498,CG17260,-,2.199,4.053,2.570,5.403,5.063
FBgn0031500,CG17221,-,5.828,10.332,8.525,7.238,4.931
FBgn0031501,CG17261,-,2.302,5.148,1.051,2.117,2.189
FBgn0031504,CG15403,-,0.000,0.028,0.000,0.000,0.000
FBgn0031505,CG12400,-,92.273,116.218,199.996,110.508,98.061
FBgn0031512,CG15404,-,1.939,0.247,0.034,0.067,0.000
FBgn0031513,CG3347,-,0.115,0.269,0.244,0.335,0.006
FBgn0031514,CG3332,-,1.615,40.043,174.349,1.012,2.762
FBgn0031515,CG9664,-,0.269,1.096,0.155,2.233,2.641
FBgn0031516,CG9663,-,2.895,14.603,13.172,30.700,58.292
FBgn0031517,CG15406,-,0.061,0.300,0.229,0.616,0.167
FBgn0031518,CG3277,-,0.172,0.374,0.308,0.394,0.126
FBgn0031519,CG3326,-,0.416,1.535,1.324,0.746,0.280
FBgn0031520,CG8837,-,0.157,0.292,0.130,0.144,0.064
FBgn0031522,CG3285,-,0.000,0.040,0.000,0.029,0.095
FBgn0031523,CG15408,-,0.022,0.119,0.026,0.078,0.000
FBgn0031526,CG8838,-,0.078,0.399,0.051,0.187,0.796
FBgn0031528,CG15412,-,0.184,0.116,0.033,0.084,0.423
FBgn0031529,CG9662,-,11.070,8.121,8.424,9.103,7.355
FBgn0031530,CG3254,polypeptide GalNAc transferase 2,0.992,2.161,1.492,1.919,4.193
FBgn0031531,CG8840,-,0.000,0.044,0.000,0.000,0.000
FBgn0031533,CG2772,-,0.050,0.164,0.249,0.585,1.327
FBgn0031534,CG2774,Sorting nexin 1,7.082,15.310,19.002,20.207,36.694
FBgn0031535,CG12795,-,18.225,22.494,23.060,49.881,60.807
FBgn0031536,CG3248,Cog3,11.048,12.928,12.200,17.696,19.369
FBgn0031537,CG8843,sec5,2.964,3.841,4.087,5.485,6.039
FBgn0031538,CG3246,-,0.719,0.246,0.526,0.272,0.191
FBgn0031540,CG3238,-,0.139,0.282,0.320,0.261,0.399
FBgn0031542,CG15414,-,1.508,2.449,1.809,2.538,4.030
FBgn0031544,CG17593,-,11.596,14.288,19.623,15.453,13.878
FBgn0031545,CG3213,-,0.007,0.167,0.076,0.112,0.100
FBgn0031546,CG8851,-,0.004,0.179,0.093,0.126,0.134
FBgn0031547,CG3212,"Scavenger receptor class C, type IV",0.000,0.050,0.054,0.277,0.408
FBgn0031548,CG8852,-,0.007,0.102,0.062,0.034,0.164
FBgn0031549,CG15415,Spindly,0.119,0.717,0.570,0.756,0.732
FBgn0031550,CG8853,Hippi,0.056,0.000,0.042,0.018,0.366
FBgn0031554,CG15418,-,0.032,0.000,0.072,0.084,0.153
FBgn0031558,CG16704,-,0.000,0.000,0.000,0.077,0.000
FBgn0031559,CG3513,-,0.040,0.000,0.000,0.037,0.000
FBgn0031560,CG16713,-,0.079,1.293,0.000,0.163,71.945
FBgn0031561,CG16712,-,4.166,0.145,0.859,0.345,545.983
FBgn0031562,CG3604,-,2.234,4.865,5.478,7.932,10.716
FBgn0031563,CG10031,-,3.787,3.633,0.603,1.186,5.344
FBgn0031564,CG2816,-,8.402,0.000,0.000,0.053,0.764
FBgn0031566,CG2818,-,4.293,10.441,15.960,12.780,18.647
FBgn0031568,CG10019,-,0.382,0.797,0.347,1.026,1.764
FBgn0031571,CG3921,-,0.445,1.034,0.896,0.996,1.883
FBgn0031573,CG3407,-,1.091,2.096,2.030,1.801,2.313
FBgn0031574,CG3964,-,0.036,0.054,0.015,0.121,0.082
FBgn0031575,CG3980,-,1.125,1.528,0.950,2.051,3.462
FBgn0031579,CG15422,-,529.718,1947.467,2377.584,1905.752,1705.943
FBgn0031580,CG15423,-,36.419,1305.259,3944.546,346.445,215.326
FBgn0031585,CG2955,-,0.000,0.000,0.000,0.007,0.000
FBgn0031589,CG3714,-,0.718,1.654,0.582,2.085,2.381
FBgn0031590,CG3702,-,21.445,31.228,17.568,41.956,29.383
FBgn0031591,,,0.000,0.000,0.500,0.020,0.000
FBgn0031592,CG3675,Arginine methyltransferase 2,0.035,0.000,0.000,0.022,0.036
FBgn0031596,CG15429,-,0.018,0.000,0.000,0.000,0.000
FBgn0031597,CG17612,-,0.504,0.802,0.533,0.767,0.991
FBgn0031598,CG3338,-,4.771,10.172,6.077,9.596,13.584
FBgn0031600,CG3652,-,51.781,57.772,53.349,56.081,40.720
FBgn0031601,CG3058,Dim1,50.406,80.947,60.452,79.003,70.618
FBgn0031602,CG15431,-,0.822,1.878,0.891,1.631,2.853
FBgn0031603,CG15432,-,16.739,27.675,18.626,26.004,21.537
FBgn0031604,CG15433,Elongator complex protein 3,3.137,3.939,4.517,4.649,3.533
FBgn0031606,CG15439,-,0.396,1.281,0.890,1.333,2.041
FBgn0031607,CG15440,-,7.052,8.634,7.577,9.652,7.609
FBgn0031608,CG15435,-,0.529,1.023,0.815,1.605,0.689
FBgn0031609,CG15443,-,7.949,10.554,9.484,12.330,11.754
FBgn0031610,CG15436,-,1.073,1.314,1.604,1.644,1.509
FBgn0031611,CG17840,-,1.352,1.172,1.629,1.421,1.474
FBgn0031613,CG15636,Heterochromatin protein 6,0.941,0.000,0.000,0.000,0.235
FBgn0031617,CG15635,-,0.000,0.000,0.000,0.000,0.000
FBgn0031619,CG3355,-,0.000,0.000,0.000,0.000,0.000
FBgn0031620,CG11929,-,0.000,0.000,0.004,0.000,0.000
FBgn0031621,CG15634,Early boundary activity 3,0.023,0.000,0.000,0.011,0.019
FBgn0031622,CG3251,-,0.000,0.000,0.000,0.000,0.000
FBgn0031623,CG15632,TBP-associated factor 30kD subunit alpha-2,0.182,0.019,0.072,0.206,0.039
FBgn0031626,CG15631,-,0.025,0.013,0.031,0.000,0.019
FBgn0031627,CG15630,-,0.447,0.070,0.047,0.295,0.205
FBgn0031628,CG3294,-,1.436,1.409,1.733,2.688,3.290
FBgn0031629,CG3244,C-type lectin 27kD,0.642,0.274,0.085,0.147,0.167
FBgn0031630,CG15629,-,0.023,0.037,0.052,0.240,0.073
FBgn0031631,CG3225,-,0.060,0.137,0.175,0.137,0.326
FBgn0031632,CG15628,-,22.055,8.439,24.925,5.238,4.482
FBgn0031633,CG2976,-,81.578,70.423,57.251,89.272,100.391
FBgn0031634,CG15627,Ionotropic receptor 25a,0.671,0.662,0.122,0.866,2.110
FBgn0031635,CG15626,-,1.852,3.015,2.338,3.807,3.553
FBgn0031636,CG12194,-,20.379,68.484,28.389,88.954,109.902
FBgn0031637,CG2950,-,2.275,3.837,4.625,4.983,6.184
FBgn0031638,CG11927,-,4.497,6.810,3.916,9.887,7.378
FBgn0031639,CG2937,mitochondrial ribosomal protein S2,13.744,17.756,24.573,21.522,16.762
FBgn0031640,CG11926,Mon1 ortholog,6.280,8.652,8.837,11.251,9.291
FBgn0031643,CG3008,-,2.475,1.744,4.327,2.322,2.380
FBgn0031644,CG15625,-,0.393,0.521,0.313,0.292,0.459
FBgn0031645,CG3036,-,7.509,30.538,17.190,9.217,13.612
FBgn0031646,CG2837,-,0.101,0.203,0.014,0.061,0.094
FBgn0031649,CG15624,hoepel2,1.059,0.370,0.287,0.214,0.776
FBgn0031650,CG14044,-,15.460,0.472,0.985,0.826,3.100
FBgn0031651,CG8849,mitochondrial ribosomal protein L24,51.543,74.533,94.897,73.246,67.597
FBgn0031652,CG8873,jetlag,5.169,7.115,4.095,8.332,7.837
FBgn0031653,CG8871,Jonah 25Biii,19.552,12.923,12.946,1224.306,3.933
FBgn0031654,CG8869,Jonah 25Bii,774.133,68.384,0.281,0.699,0.391
FBgn0031655,CG3753,Marcal1,1.041,1.532,1.001,1.975,0.986
FBgn0031657,CG3756,-,8.351,11.833,12.625,11.029,6.934
FBgn0031659,CG14043,-,8.118,13.646,10.726,17.543,15.074
FBgn0031660,CG3782,mitochondrial ribosomal protein L28,31.612,42.704,55.668,38.686,32.326
FBgn0031661,CG8890,"GDP-mannose 4,6-dehydratase",25.069,47.186,48.264,69.448,112.526
FBgn0031662,CG3792,-,2.788,5.126,7.641,6.037,9.600
FBgn0031663,CG8891,-,39.432,61.366,92.408,58.994,64.698
FBgn0031664,CG8892,-,0.909,1.146,1.122,1.644,1.800
FBgn0031668,CG31917,-,0.000,0.000,0.000,0.000,0.000
FBgn0031670,CG3887,-,20.483,38.793,45.594,46.553,47.831
FBgn0031673,CG31650,-,4.083,5.059,1.804,6.496,7.382
FBgn0031674,,,0.017,0.036,0.038,0.049,0.025
FBgn0031675,CG9121,-,0.048,0.118,0.042,0.149,0.158
FBgn0031676,CG14040,-,8.865,10.926,9.276,12.378,13.448
FBgn0031677,CG14036,-,0.000,0.030,0.086,0.399,0.148
FBgn0031678,CG31918,-,1.608,3.374,3.092,3.575,3.312
FBgn0031681,CG31651,polypeptide GalNAc transferase 5,2.818,4.103,2.682,4.019,6.901
FBgn0031682,CG5828,-,5.416,6.480,11.461,20.672,31.695
FBgn0031683,CG4230,-,2.944,4.977,3.873,5.596,7.159
FBgn0031684,CG8680,-,231.073,301.620,439.232,276.511,203.881
FBgn0031688,CG6081,Cyp28d2,1.346,3.226,1.372,2.399,3.510
FBgn0031689,CG10833,Cyp28d1,198.744,225.175,26.285,30.860,17.628
FBgn0031690,CG7742,-,0.342,1.051,0.106,0.388,0.208
FBgn0031692,CG6514,Troponin C at 25D,0.273,0.634,0.020,0.173,0.297
FBgn0031693,CG14032,Cyp4ac1,0.382,2.185,0.145,0.189,1.411
FBgn0031694,CG17970,Cyp4ac2,0.078,0.008,0.008,0.023,0.052
FBgn0031695,CG14031,Cyp4ac3,0.122,0.050,0.008,0.213,2.259
FBgn0031696,CG14030,Bub1 homologue,0.632,1.048,1.237,2.238,2.988
FBgn0031697,CG14024,-,3.329,0.788,0.576,0.509,0.956
FBgn0031698,CG14023,-,0.592,1.682,1.406,1.996,3.225
FBgn0031700,CG14022,-,0.064,0.207,0.058,0.092,0.161
FBgn0031701,CG14027,Turandot M,0.071,0.459,0.998,0.615,0.842
FBgn0031702,CG14021,fuseless,0.016,0.023,0.004,0.010,0.142
FBgn0031703,CG12512,-,2.766,0.845,0.506,0.748,0.318
FBgn0031707,CG14020,-,0.082,0.149,0.024,0.306,0.319
FBgn0031708,CG7382,-,38.222,44.165,65.385,50.945,43.290
FBgn0031710,CG7371,-,5.150,9.040,5.683,11.723,9.321
FBgn0031711,CG6907,-,9.509,19.262,21.197,23.042,18.172
FBgn0031713,CG7277,-,9.447,10.492,8.483,12.873,9.781
FBgn0031715,CG14016,tombola,0.000,0.000,0.000,0.000,0.000
FBgn0031716,CG14015,-,0.250,0.246,0.451,0.114,0.040
FBgn0031717,CG6957,Oscillin,2.435,6.004,4.041,9.550,14.382
FBgn0031718,CG14014,-,0.097,0.244,0.088,0.210,0.521
FBgn0031719,CG18269,-,0.064,0.892,0.000,0.105,0.612
FBgn0031720,CG14013,-,0.000,0.027,0.000,0.000,0.026
FBgn0031721,CG14017,-,0.000,0.000,0.000,0.000,0.000
FBgn0031722,CG14011,-,0.000,0.000,0.000,0.000,0.000
FBgn0031723,CG7251,-,0.000,0.036,0.000,0.011,0.078
FBgn0031724,CG18266,-,0.000,0.000,0.000,0.000,0.027
FBgn0031725,CG14010,-,0.009,0.009,0.031,0.026,0.018
FBgn0031726,CG7249,Cyp6a16,0.033,0.000,0.032,0.000,0.000
